RatingID,UserID,WineID,Vintage,Rating,Date
12120,1003635,135885,1967,4.0,2017-12-23 06:09:21
12144,1225911,135885,1967,5.0,2021-11-28 15:33:34
12155,1137887,111429,1967,4.5,2018-03-21 23:22:56
12199,1253490,135885,1967,4.0,2019-11-23 23:53:29
12245,1217650,111417,1967,1.5,2019-10-01 21:21:20
12286,1185745,135859,1967,2.0,2016-05-07 02:25:34
12352,1072218,135885,1967,3.5,2020-03-12 08:20:12
12362,1208244,135885,1967,5.0,2013-06-28 10:27:16
12417,1132390,111478,1967,3.5,2016-06-05 20:43:02
12471,1415867,111422,1967,4.5,2013-10-20 18:59:12
12486,1193910,135885,1967,4.0,2017-07-04 07:18:25
12573,1212696,103471,1967,4.5,2018-12-03 19:27:24
12603,1265019,111516,1967,4.5,2019-08-23 09:52:59
12621,1814411,111433,1967,4.0,2017-11-17 18:56:10
12643,1217783,111433,1967,5.0,2013-12-18 14:55:03
12701,1462805,111429,1967,5.0,2019-05-19 00:51:20
12754,1211715,135885,1967,4.5,2017-05-28 12:31:49
12811,1166128,135885,1967,5.0,2017-05-05 19:10:19
12863,1137849,111415,1967,5.0,2017-08-13 16:29:45
12869,1206566,111458,1967,4.5,2015-02-14 11:29:38
12944,1161518,111495,1967,5.0,2014-12-17 12:56:53
12974,1162201,135885,1967,4.0,2015-02-01 11:13:21
13015,1165090,135885,1967,1.0,2017-09-20 17:52:48
13017,1189326,111395,1967,5.0,2014-02-09 14:34:32
13057,1174950,111422,1967,5.0,2017-04-23 02:08:30
13180,1396191,111495,1967,4.0,2013-12-15 02:27:48
13257,1216154,111932,1967,3.5,2019-06-10 16:19:48
13271,1777702,111495,1967,3.5,2013-12-10 13:27:18
13302,1389471,135885,1967,4.0,2017-06-27 18:20:24
13411,1994300,135885,1967,4.0,2020-05-17 01:14:00
13501,1404240,135885,1967,3.0,2019-11-07 13:53:15
13503,1252105,135885,1967,4.0,2016-07-31 11:52:28
13504,1197817,111458,1967,4.0,2014-02-23 18:10:20
13518,1198269,111433,1967,4.5,2020-11-30 04:21:56
13580,1262322,135885,1968,5.0,2015-10-16 13:23:35
13674,1728980,111395,1968,4.0,2014-05-04 17:02:05
13719,1218766,135885,1968,3.5,2021-01-31 20:50:40
13846,1001065,135885,1968,5.0,2020-07-24 15:04:57
14080,1210668,135859,1968,4.0,2019-05-27 08:11:50
14202,1048428,135885,1968,4.5,2019-08-30 03:36:25
14262,1005876,179080,1968,5.0,2020-08-12 20:00:11
14368,1182150,135859,1968,2.5,2021-12-27 04:37:23
14524,1168304,111415,1968,5.0,2018-12-02 13:46:32
14953,1416241,100073,1968,4.0,2015-05-23 21:48:20
15138,1207365,135885,1968,3.5,2021-01-31 03:27:09
15546,1150676,111417,1969,4.5,2020-10-31 17:03:23
15556,1189712,135885,1969,3.5,2018-11-22 12:22:14
15675,1194219,111395,1969,3.5,2019-12-14 08:43:27
15692,1212048,112094,1969,2.0,2016-02-11 19:10:10
15727,1000135,111395,1969,5.0,2021-08-11 13:49:12
15730,1791068,111667,1969,3.0,2016-12-29 14:11:09
15746,1156960,111417,1969,4.0,2020-11-29 09:56:55
15824,1211375,111395,1969,4.5,2014-09-15 12:25:52
15894,1208836,111395,1969,3.0,2019-02-22 04:00:20
15968,1195662,135885,1969,3.5,2016-02-19 21:03:52
15973,1206546,111457,1969,4.0,2017-09-11 22:41:13
16030,1181876,135885,1969,3.5,2018-12-01 08:59:40
16045,1121579,111434,1969,4.5,2020-10-09 14:17:39
16052,1225099,111457,1969,4.5,2017-05-12 12:52:05
16136,1207405,193478,1969,4.0,2014-05-09 02:20:21
16471,1387091,111395,1970,3.5,2020-05-02 16:38:58
16485,1168708,135885,1970,4.0,2015-09-08 05:09:39
16503,1215552,111429,1970,4.0,2020-05-10 14:04:51
16539,1262657,111417,1970,5.0,2019-09-01 13:39:56
16572,1378690,111475,1970,4.5,2019-12-31 00:43:46
16608,1142424,179080,1970,3.5,2019-03-10 19:16:24
16616,1182149,135859,1970,5.0,2021-12-24 17:19:54
16722,1355769,111516,1970,5.0,2021-03-12 22:37:10
16748,1105344,135859,1970,4.0,2018-12-18 17:48:13
16767,1216252,111434,1970,2.0,2017-10-22 12:38:44
16793,1000193,111395,1970,5.0,2021-07-13 17:46:19
16843,1054846,111434,1970,3.5,2017-10-20 22:11:54
16880,1149997,111516,1970,3.5,2017-05-05 09:18:31
16908,1150912,111429,1970,5.0,2018-09-07 10:25:01
16954,1283579,193478,1970,5.0,2019-05-22 15:32:26
16981,1137887,111395,1970,4.0,2015-06-05 22:05:48
17018,1194059,111395,1970,4.5,2021-12-18 11:18:28
17032,1221359,156277,1970,1.0,2016-04-08 10:51:24
17099,1162951,111395,1970,4.5,2014-12-13 20:52:55
17200,1625321,167449,1970,4.0,2014-12-22 01:08:43
17269,1173759,111478,1970,5.0,2017-06-26 01:51:22
17323,1211085,111395,1970,4.5,2019-05-18 18:11:12
17337,1094500,111429,1970,4.5,2016-12-25 23:38:07
17369,1220515,111516,1970,4.0,2016-05-27 23:48:50
17397,1020429,111395,1970,5.0,2016-06-05 14:48:40
17403,1188903,111417,1970,4.5,2020-08-29 16:20:02
17459,1294331,111667,1970,4.5,2020-04-05 17:48:12
17483,1273326,155339,1970,5.0,2015-07-29 14:09:33
17605,1215717,111395,1970,5.0,2019-08-09 23:23:55
17611,1097858,135885,1970,1.5,2017-07-30 15:16:48
17614,1134431,111495,1970,5.0,2013-02-17 09:30:34
17678,1181392,111422,1970,4.0,2016-11-12 15:59:28
17697,1204969,101610,1970,5.0,2016-01-29 00:15:42
17783,1241176,111395,1970,5.0,2019-08-11 07:12:36
17836,1152150,112084,1970,5.0,2018-11-27 13:22:14
17853,1004747,155308,1970,4.5,2019-03-25 16:52:37
17928,1182744,111415,1970,4.5,2021-12-04 21:48:00
18137,1012407,112094,1970,4.0,2018-01-01 10:16:25
18160,1210675,111516,1970,4.0,2017-03-17 06:58:44
18180,1194417,101610,1970,4.5,2019-02-25 11:58:52
18194,2004749,111433,1970,4.5,2019-09-08 15:02:29
18219,1196203,111590,1970,4.0,2017-08-06 04:31:37
18245,1191803,111422,1970,5.0,2018-01-01 01:03:54
18305,1361588,111395,1970,1.0,2020-05-15 19:54:00
18322,1154996,111422,1970,5.0,2017-12-31 23:18:35
18373,1495734,111590,1970,3.0,2020-05-14 20:13:04
18375,1358141,111590,1970,3.5,2020-05-14 20:09:45
18528,1182536,111415,1970,4.5,2021-04-28 18:06:32
18557,1216902,111415,1970,4.5,2018-12-31 12:52:00
18562,1221378,111478,1970,2.0,2018-08-12 19:53:29
18625,1205988,111433,1970,4.5,2019-10-23 11:51:19
18630,1213218,111431,1970,4.0,2018-08-25 05:46:00
18694,1151099,111429,1970,5.0,2019-12-23 19:41:30
18745,1286571,193478,1970,4.0,2018-07-08 06:17:35
18796,1009114,111395,1970,4.5,2019-07-22 09:58:49
18826,1214286,111433,1970,4.0,2019-07-21 07:30:42
18885,1207991,111478,1970,5.0,2017-10-02 07:27:43
18901,1181907,135871,1970,3.5,2018-08-24 12:32:26
18968,1240079,111475,1970,4.5,2020-06-14 17:41:20
19025,1019696,111429,1970,3.0,2017-09-09 04:50:26
19063,1280841,174184,1970,5.0,2015-10-07 00:10:40
19074,1168708,111429,1970,5.0,2015-11-12 13:21:33
19099,1258642,135885,1970,3.0,2018-08-06 14:34:22
19113,1150676,111415,1970,4.5,2021-04-20 19:00:57
19116,1005876,111429,1970,4.5,2020-06-09 13:11:42
19153,1134431,111415,1970,4.5,2014-10-11 20:49:30
19188,1194711,111395,1970,5.0,2020-06-06 06:55:56
19215,1221378,111395,1970,4.0,2016-09-21 20:40:05
19247,1230527,111395,1970,5.0,2014-02-22 15:47:44
19289,1055458,111395,1970,5.0,2015-12-23 06:20:15
19314,1221377,135885,1970,4.0,2021-05-26 08:29:10
19325,1221419,135885,1970,3.5,2017-09-26 11:51:23
19350,1181876,135871,1970,3.5,2018-08-25 18:15:07
19548,1273054,111475,1970,4.5,2020-03-08 10:36:12
19567,1179490,135885,1970,4.0,2017-05-20 06:17:55
19600,1132922,135871,1970,4.0,2016-12-11 14:55:52
19623,1141874,111667,1970,4.5,2020-01-17 14:54:12
19634,1205085,111395,1970,5.0,2017-12-16 10:34:28
19695,1210984,111395,1970,4.0,2020-01-16 03:36:27
19761,1181392,111516,1970,4.5,2014-12-20 07:20:12
19803,1931869,111395,1970,4.5,2015-04-26 12:40:37
19816,1224274,111417,1970,4.5,2021-12-18 23:35:06
19887,1221974,111395,1970,5.0,2015-04-14 12:58:00
19919,1286672,111587,1970,4.0,2016-06-11 22:43:00
20115,1273054,111415,1970,4.5,2016-02-28 12:15:17
20117,1094232,155308,1970,4.5,2018-03-21 22:32:00
20143,1149832,135885,1970,2.0,2013-07-06 16:46:39
20241,1190673,111516,1970,5.0,2016-03-05 20:18:17
20243,1201822,111516,1970,4.5,2016-03-05 09:32:50
20333,1115961,111422,1970,5.0,2017-05-18 02:57:09
20682,1214247,111667,1971,5.0,2013-09-06 20:30:41
20737,1182360,135859,1971,4.0,2017-11-10 15:16:51
20757,1209683,135885,1971,3.0,2017-11-17 04:16:51
20761,1616024,100061,1971,4.0,2015-10-18 16:32:52
20840,1005828,135885,1971,4.0,2018-04-07 08:52:31
21014,1196804,111417,1971,5.0,2018-09-05 01:03:17
21101,1005965,137103,1971,5.0,2017-10-18 20:30:14
21103,1208542,135885,1971,2.5,2020-01-06 13:05:50
21198,1180844,111429,1971,4.0,2013-11-28 20:23:17
21224,1199238,155628,1971,4.5,2017-12-17 02:00:55
21239,1186724,135871,1971,4.0,2018-08-28 17:48:34
21300,1009945,111429,1971,4.0,2021-11-01 00:26:16
21317,1749327,155623,1971,3.5,2018-10-08 14:17:25
21420,1241384,155623,1971,4.0,2018-10-07 02:30:03
21542,1007581,112084,1971,5.0,2013-12-15 10:15:14
21628,1204929,135885,1971,4.5,2019-04-21 03:05:20
21764,1195528,111590,1971,3.0,2020-07-17 01:16:05
21785,1178254,111544,1971,5.0,2015-01-16 18:41:41
21806,1367319,112094,1971,1.5,2014-11-02 18:38:56
21847,1883818,111458,1971,3.5,2016-05-14 23:06:27
21873,1217650,155628,1971,5.0,2014-12-09 23:19:58
21877,1211016,111458,1971,4.0,2015-12-06 01:48:41
21893,1184074,135859,1971,4.5,2016-06-30 11:48:49
21931,1356733,155628,1971,4.5,2016-04-29 19:47:39
21946,1206303,135859,1971,5.0,2018-06-01 12:56:22
21955,1185156,111395,1971,4.5,2019-06-19 17:23:28
21994,1210668,135885,1971,4.0,2019-04-11 08:06:48
22054,1188261,135885,1971,3.5,2014-04-17 18:58:56
22119,1186269,155628,1971,4.0,2015-12-26 17:01:42
22139,1000065,135885,1971,4.0,2020-06-13 22:35:44
22279,1206303,155628,1971,5.0,2015-02-24 19:40:30
22393,1129337,174184,1971,5.0,2012-06-29 17:55:43
22421,1162170,111429,1971,4.5,2015-09-30 15:57:47
22482,1019668,135885,1971,3.5,2021-04-20 08:22:41
22498,1164908,135885,1971,5.0,2021-04-25 02:38:58
22522,1826072,135885,1971,3.5,2017-09-15 23:36:26
22619,1193946,111395,1971,5.0,2014-11-09 00:57:32
22650,1207552,111395,1971,5.0,2016-04-23 18:31:42
22696,1188040,112084,1971,5.0,2013-12-01 08:31:24
22752,1077324,111415,1972,5.0,2019-12-22 00:57:26
22823,1084078,111395,1972,1.0,2016-10-15 08:56:32
22834,1153441,111395,1972,3.0,2016-02-20 18:11:33
22864,1133149,111415,1972,2.0,2017-03-08 10:46:03
22928,1204561,111415,1972,4.0,2020-04-11 12:34:39
23033,1437591,179060,1972,4.0,2015-04-30 03:08:20
23136,1265282,111415,1972,4.0,2021-07-19 15:55:12
23165,1209838,155628,1972,4.5,2019-06-27 21:20:25
23266,1190760,179012,1972,4.0,2017-03-21 18:13:37
23307,1174232,111415,1972,5.0,2021-09-24 10:21:05
23384,1728980,111415,1972,5.0,2014-05-04 16:56:50
23489,1201527,111395,1972,3.0,2019-04-28 10:17:34
23601,1147133,174184,1972,5.0,2020-03-29 00:39:26
23607,1186273,111475,1972,2.0,2013-06-22 22:02:11
23623,1000219,111395,1972,5.0,2021-06-25 00:28:42
23667,1176869,111587,1972,5.0,2015-04-05 11:11:58
23711,1906304,111495,1973,4.0,2017-04-11 06:56:13
23730,1129796,111479,1973,5.0,2015-02-17 02:23:34
23806,1397387,111422,1973,5.0,2016-07-11 03:19:00
23826,1139666,135859,1973,5.0,2018-10-11 01:47:12
23903,1055930,111415,1973,4.5,2019-03-29 23:10:03
23932,1084118,140410,1973,3.5,2019-06-04 18:41:35
24064,1127342,136246,1973,4.0,2015-08-08 19:53:49
24119,1218108,111417,1973,2.0,2019-09-26 08:15:40
24138,1186273,111431,1973,4.0,2017-05-09 23:16:12
24169,1217258,111417,1973,4.5,2019-09-18 06:55:12
24229,1174676,111395,1973,4.5,2021-06-19 05:06:51
24247,1200044,111395,1973,4.5,2018-04-07 04:53:14
24293,1216838,111395,1973,5.0,2019-02-09 07:51:12
24442,1243367,135859,1973,3.0,2021-07-28 19:49:21
24459,1167667,112834,1973,5.0,2021-05-11 19:18:34
24495,1137624,155308,1973,4.5,2017-07-26 02:30:45
24539,1206994,135885,1973,5.0,2015-02-28 21:00:11
24563,1576964,100013,1973,4.0,2015-07-20 00:23:42
24669,1194526,174184,1973,5.0,2020-03-03 20:42:52
24732,1135230,111395,1973,4.5,2015-09-30 18:36:24
24733,1405737,111415,1973,3.5,2018-03-15 22:06:21
24764,1132582,111395,1973,5.0,2018-09-23 02:35:21
24862,1397710,179080,1973,3.5,2018-12-31 01:41:58
24874,1098154,135885,1973,4.0,2019-12-27 17:30:50
24998,1280715,111415,1973,5.0,2016-08-07 05:58:39
25019,1386849,111395,1973,4.0,2016-03-24 21:11:19
25042,1559951,111479,1973,3.5,2015-03-08 01:54:44
25110,1184091,174184,1973,5.0,2015-02-19 11:55:45
25139,1214556,111395,1973,3.5,2016-02-20 06:10:07
25219,1199660,135885,1973,3.5,2020-06-16 07:06:14
25220,1616652,135885,1973,3.5,2017-08-11 13:12:15
25224,1220726,111395,1973,4.5,2019-07-01 20:56:09
25229,1055469,111395,1973,5.0,2021-12-30 07:53:53
25370,1008526,155308,1973,5.0,2020-05-05 12:11:58
25376,1132390,111415,1973,3.5,2016-06-10 12:07:11
25402,1000079,111395,1973,4.5,2016-12-10 03:30:00
25472,1075760,135859,1973,4.5,2021-06-27 02:41:12
25506,1234911,135885,1973,4.0,2017-07-09 12:57:03
25567,1075709,111415,1974,4.5,2020-01-16 20:15:02
25629,1163505,111433,1974,4.0,2016-05-21 08:40:32
25633,1220555,193478,1974,5.0,2014-02-16 18:47:47
25731,1291128,111395,1974,5.0,2019-06-15 16:54:36
25742,1389759,111415,1974,4.0,2020-07-04 07:13:17
25761,1015673,193478,1974,4.5,2021-05-21 19:19:05
25769,1181999,111415,1974,3.0,2021-01-04 19:03:43
25793,1144490,111417,1974,2.5,2019-10-30 23:11:17
25811,1138474,193478,1974,4.0,2016-12-25 18:50:42
25829,1099732,135859,1974,3.5,2019-09-18 21:01:53
25866,1230130,193478,1974,5.0,2014-03-23 08:22:04
25890,1006418,112094,1974,3.5,2018-05-05 18:38:55
25994,1204561,111395,1974,3.5,2020-06-06 18:23:11
26007,1004259,111433,1974,4.0,2020-03-01 11:24:24
26010,1223004,174184,1974,5.0,2014-11-22 09:51:53
26057,1192369,111987,1974,2.5,2014-11-23 11:55:00
26086,1180728,101570,1974,4.0,2015-06-18 08:50:36
26110,1007187,112094,1974,3.0,2013-04-05 16:15:40
26112,1007187,111429,1974,3.5,2013-09-22 20:05:55
26116,1184797,111475,1974,3.5,2021-12-26 08:13:25
26143,1378771,135885,1974,4.0,2018-11-12 17:07:14
26146,1057145,179012,1974,3.5,2021-07-09 10:26:56
26238,1234112,111495,1974,4.0,2020-12-24 08:23:28
26298,1059829,111395,1974,4.5,2019-09-24 16:17:32
26329,1212617,111495,1974,4.0,2017-12-05 04:36:49
26380,1155499,111417,1974,4.0,2020-05-22 14:36:52
26386,1083640,135859,1974,5.0,2018-09-01 19:11:56
26415,1101933,193478,1974,5.0,2021-10-10 13:35:42
26575,1029826,111395,1974,4.0,2021-02-23 19:00:21
